id,user_id,total_amount,created_at
165,4956,370000,2026-01-21 10:20:00
166,3596,130000,2026-01-21 10:20:00
167,8232,400000,2026-01-21 10:20:00
168,6123,130000,2026-01-21 10:20:00
169,3752,500000,2026-01-21 10:20:00
170,1702,330000,2026-01-21 10:20:00
171,69,50000,2026-01-21 10:20:00
172,2735,110000,2026-01-21 10:20:00
173,2633,70000,2026-01-21 10:20:00
174,1144,20000,2026-01-21 10:20:00
175,6961,20000,2026-01-21 10:20:00
176,6761,280000,2026-01-21 10:20:00
177,8939,260000,2026-01-21 10:20:00
178,248,470000,2026-01-21 10:20:00
179,3192,500000,2026-01-21 10:20:00
180,4574,340000,21/01/2026 10:20
181,3050,380000,21/01/2026 10:20
182,7241,110000,2026-01-21 10:20:00
183,7463,200000,2026-01-21 10:20:00
184,6324,460000,2026-01-21 10:20:00
185,8019,110000,2026-01-21 10:20:00
186,2559,130000,2026-01-21 10:20:00
187,9673,90000,2026-01-21 10:20:00
188,6685,120000,2026-01-21 10:20:00
189,323,260000,2026-01-21 10:20:00
190,6449,230000,2026-01-21 10:20:00
191,3149,200000,2026-01-21 10:20:00
192,6575,280000,2026-01-21 10:20:00
193,4325,70000,2026-01-21 10:20:00
194,97,230000,2026-01-21 10:20:00
195,1037,350000,2026-01-21 10:20:00
196,2351,60000,2026-01-21 10:20:00
197,5591,60000,2026-01-21 10:20:00
198,9589,250000,2026-01-21 10:20:00
199,2199,360000,2026-01-21 10:20:00
200,2768,490000,2026-01-21 10:20:00
201,165,370000,2026-01-21 10:20:00
202,7457,300000,2026-01-21 10:20:00
203,9848,100000,2026-01-21 10:20:00
204,8408,200000,2026-01-21 10:20:00
205,6651,380000,2026-01-21 10:20:00
206,9289,420000,2026-01-21 10:20:00
207,3723,40000,2026-01-21 10:20:00
208,8234,480000,2026-01-21 10:20:00
209,3814,110000,2026-01-21 10:20:00
210,5650,80000,21/01/2026 10:20
211,3597,80000,2026-01-21 10:20:00
212,9132,150000,2026-01-21 10:20:00
213,2226,420000,2026-01-21 10:20:00
214,9409,420000,2026-01-21 10:20:00
215,4826,500000,2026-01-21 10:20:00
216,7489,250000,2026-01-21 10:20:00
217,988,230000,2026-01-21 10:20:00
218,4202,400000,2026-01-21 10:20:00
219,1232,300000,2026-01-21 10:20:00
220,6846,380000,2026-01-21 10:20:00
221,689,320000,2026-01-21 10:20:00
222,7841,500000,2026-01-21 10:20:00
223,3947,500000,2026-01-21 10:20:00
224,8041,450000,2026-01-21 10:20:00
225,860,50000,2026-01-21 10:20:00
226,9036,310000,2026-01-21 10:20:00
227,2518,140000,2026-01-21 10:20:00
228,1204,490000,2026-01-21 10:20:00
229,6939,140000,2026-01-21 10:20:00
230,2238,460000,21/01/2026 10:20
231,1567,170000,2026-01-21 10:20:00
232,8006,230000,2026-01-21 10:20:00
233,5610,410000,2026-01-21 10:20:00
234,5276,150000,2026-01-21 10:20:00
235,9091,60000,2026-01-21 10:20:00
236,2481,310000,2026-01-21 10:20:00
237,2917,210000,2026-01-21 10:20:00
238,8170,500000,2026-01-21 10:20:00
239,8957,350000,2026-01-21 10:20:00
240,5131,180000,21/01/2026 10:20
241,7353,40000,21/01/2026 10:20
242,9741,250000,2026-01-21 10:20:00
243,7274,80000,2026-01-21 10:20:00
244,5305,340000,2026-01-21 10:20:00
245,8978,90000,2026-01-21 10:20:00
246,3050,80000,2026-01-21 10:20:00
247,5111,100000,2026-01-21 10:20:00
248,7982,230000,2026-01-21 10:20:00
249,2125,20000,2026-01-21 10:20:00
250,7285,20000,2026-01-21 10:20:00
251,959,380000,2026-01-21 10:20:00
252,6528,450000,2026-01-21 10:20:00
253,8903,460000,2026-01-21 10:20:00
254,2355,160000,2026-01-21 10:20:00
255,1841,170000,2026-01-21 10:20:00
256,4882,90000,2026-01-21 10:20:00
257,4076,290000,2026-01-21 10:20:00
258,6823,250000,2026-01-21 10:20:00
259,6248,260000,2026-01-21 10:20:00
260,5162,180000,2026-01-21 10:20:00
261,7527,20000,21/01/2026 10:20
262,3495,290000,21/01/2026 10:20
263,7072,190000,2026-01-21 10:20:00
264,6907,490000,2026-01-21 10:20:00
265,4823,430000,2026-01-21 10:20:00
266,8631,310000,2026-01-21 10:20:00
267,1430,40000,2026-01-21 10:20:00
268,3883,130000,2026-01-21 10:20:00
269,7543,30000,2026-01-21 10:20:00
270,2939,270000,2026-01-21 10:20:00
271,9799,180000,2026-01-21 10:20:00
272,3101,90000,21/01/2026 10:20
273,6676,500000,2026-01-21 10:20:00
274,2025,10000,2026-01-21 10:20:00
275,9807,370000,21/01/2026 10:20
276,8007,350000,21/01/2026 10:20
277,6219,170000,2026-01-21 10:20:00
278,8148,10000,2026-01-21 10:20:00
279,2443,50000,2026-01-21 10:20:00
280,7981,280000,2026-01-21 10:20:00
281,9255,30000,2026-01-21 10:20:00
282,5377,400000,2026-01-21 10:20:00
283,4199,210000,2026-01-21 10:20:00
284,1442,20000,2026-01-21 10:20:00
285,214,70000,2026-01-21 10:20:00
286,9236,40000,2026-01-21 10:20:00
287,4864,100000,21/01/2026 10:20
288,6669,430000,2026-01-21 10:20:00
289,9843,160000,2026-01-21 10:20:00
290,6515,200000,2026-01-21 10:20:00
291,5105,400000,2026-01-21 10:20:00
292,9296,70000,2026-01-21 10:20:00
293,8684,250000,2026-01-21 10:20:00
294,3569,270000,21/01/2026 10:20
295,7529,230000,2026-01-21 10:20:00
296,562,260000,21/01/2026 10:20
297,4573,390000,2026-01-21 10:20:00
298,739,160000,2026-01-21 10:20:00
299,8802,480000,2026-01-21 10:20:00
300,4629,500000,2026-01-21 10:20:00
301,8946,90000,2026-01-21 10:20:00
302,9133,200000,2026-01-21 10:20:00
303,9178,140000,2026-01-21 10:20:00
304,2384,440000,2026-01-21 10:20:00
305,3209,460000,2026-01-21 10:20:00
306,5829,130000,2026-01-21 10:20:00
307,2734,310000,2026-01-21 10:20:00
308,4694,250000,2026-01-21 10:20:00
309,6780,410000,2026-01-21 10:20:00
310,974,120000,2026-01-21 10:20:00
311,2568,80000,2026-01-21 10:20:00
312,827,440000,2026-01-21 10:20:00
313,1241,370000,2026-01-21 10:20:00
314,7245,440000,2026-01-21 10:20:00
315,3543,200000,2026-01-21 10:20:00
316,4837,270000,21/01/2026 10:20
317,9293,290000,2026-01-21 10:20:00
318,5335,130000,21/01/2026 10:20
319,8487,230000,2026-01-21 10:20:00
320,9303,150000,2026-01-21 10:20:00
321,3700,90000,21/01/2026 10:20
322,9375,70000,2026-01-21 10:20:00
323,6052,410000,2026-01-21 10:20:00
324,2023,480000,2026-01-21 10:20:00
325,9722,340000,2026-01-21 10:20:00
326,7931,70000,2026-01-21 10:20:00
327,7850,110000,2026-01-21 10:20:00
328,3209,140000,2026-01-21 10:20:00
329,732,360000,2026-01-21 10:20:00
330,1695,190000,2026-01-21 10:20:00
331,8519,200000,2026-01-21 10:20:00
332,4128,90000,21/01/2026 10:20
333,9382,440000,2026-01-21 10:20:00
334,752,40000,2026-01-21 10:20:00
335,8294,160000,2026-01-21 10:20:00
336,4003,240000,2026-01-21 10:20:00
337,4213,20000,2026-01-21 10:20:00
338,2609,260000,2026-01-21 10:20:00
339,612,190000,2026-01-21 10:20:00
340,3317,380000,2026-01-21 10:20:00
341,7782,50000,2026-01-21 10:20:00
342,4745,130000,2026-01-21 10:20:00
343,3566,180000,2026-01-21 10:20:00
344,6522,240000,2026-01-21 10:20:00
345,7764,230000,2026-01-21 10:20:00
346,7386,260000,2026-01-21 10:20:00
347,9552,400000,21/01/2026 10:20
348,7208,80000,21/01/2026 10:20
349,13,30000,2026-01-21 10:20:00
350,5753,160000,2026-01-21 10:20:00
351,4583,80000,2026-01-21 10:20:00
352,9331,480000,2026-01-21 10:20:00
353,7789,50000,2026-01-21 10:20:00
354,4716,350000,2026-01-21 10:20:00
355,1663,400000,2026-01-21 10:20:00
356,350,380000,2026-01-21 10:20:00
357,2304,280000,2026-01-21 10:20:00
358,1622,210000,2026-01-21 10:20:00
359,3284,80000,2026-01-21 10:20:00
360,3712,470000,2026-01-21 10:20:00
361,2643,380000,21/01/2026 10:20
362,7244,200000,2026-01-21 10:20:00
363,4804,270000,2026-01-21 10:20:00
364,2540,140000,2026-01-21 10:20:00
365,4722,310000,2026-01-21 10:20:00
366,4435,430000,2026-01-21 10:20:00
367,6394,460000,21/01/2026 10:20
368,7718,400000,2026-01-21 10:20:00
369,7162,270000,2026-01-21 10:20:00
370,3550,230000,2026-01-21 10:20:00
371,7155,210000,2026-01-21 10:20:00
372,4868,470000,2026-01-21 10:20:00
373,8520,360000,2026-01-21 10:20:00
374,6756,230000,2026-01-21 10:20:00
375,3740,460000,2026-01-21 10:20:00
376,8730,300000,2026-01-21 10:20:00
377,1799,300000,2026-01-21 10:20:00
378,5047,410000,2026-01-21 10:20:00
379,6882,300000,2026-01-21 10:20:00
380,5196,180000,2026-01-21 10:20:00
381,5221,310000,2026-01-21 10:20:00
382,6396,430000,2026-01-21 10:20:00
383,4719,220000,2026-01-21 10:20:00
384,5534,460000,2026-01-21 10:20:00
385,3470,490000,2026-01-21 10:20:00
386,4201,240000,2026-01-21 10:20:00
387,6258,40000,2026-01-21 10:20:00
388,534,60000,2026-01-21 10:20:00
389,8334,500000,2026-01-21 10:20:00
390,8145,330000,2026-01-21 10:20:00
391,7431,240000,2026-01-21 10:20:00
392,6344,40000,2026-01-21 10:20:00
393,3714,480000,2026-01-21 10:20:00
394,2266,80000,2026-01-21 10:20:00
395,5865,40000,2026-01-21 10:20:00
396,1560,120000,2026-01-21 10:20:00
397,7879,110000,2026-01-21 10:20:00
398,1190,80000,2026-01-21 10:20:00
399,6903,20000,2026-01-21 10:20:00
400,2682,490000,2026-01-21 10:20:00
401,5864,290000,2026-01-21 10:20:00
402,4812,160000,21/01/2026 10:20
403,8651,440000,21/01/2026 10:20
404,6740,30000,2026-01-21 10:20:00
405,8483,430000,2026-01-21 10:20:00
406,9855,260000,2026-01-21 10:20:00
407,3283,150000,2026-01-21 10:20:00
408,5434,40000,2026-01-21 10:20:00
409,7635,210000,2026-01-21 10:20:00
410,2052,100000,2026-01-21 10:20:00
411,1355,420000,2026-01-21 10:20:00
412,5888,440000,21/01/2026 10:20
413,5574,400000,21/01/2026 10:20
414,1920,470000,2026-01-21 10:20:00
415,9120,130000,2026-01-21 10:20:00
416,7835,120000,2026-01-21 10:20:00
417,2856,320000,2026-01-21 10:20:00
418,8855,350000,2026-01-21 10:20:00
419,7566,140000,2026-01-21 10:20:00
420,9679,330000,2026-01-21 10:20:00
421,4325,300000,2026-01-21 10:20:00
422,7421,280000,2026-01-21 10:20:00
423,4722,20000,2026-01-21 10:20:00
424,1440,380000,2026-01-21 10:20:00
425,378,160000,2026-01-21 10:20:00
426,1431,370000,2026-01-21 10:20:00
427,7319,60000,2026-01-21 10:20:00
428,9540,470000,2026-01-21 10:20:00
429,5876,310000,2026-01-21 10:20:00
430,1514,90000,2026-01-21 10:20:00
431,7196,470000,2026-01-21 10:20:00
432,5391,440000,2026-01-21 10:20:00
433,9294,70000,2026-01-21 10:20:00
434,4538,270000,2026-01-21 10:20:00
435,2795,240000,2026-01-21 10:20:00
436,7973,350000,2026-01-21 10:20:00
437,2534,230000,2026-01-21 10:20:00
438,3227,430000,2026-01-21 10:20:00
439,2162,20000,2026-01-21 10:20:00
440,5131,430000,2026-01-21 10:20:00
441,1463,10000,2026-01-21 10:20:00
442,2643,360000,2026-01-21 10:20:00
443,7854,210000,2026-01-21 10:20:00
444,8421,30000,2026-01-21 10:20:00
445,3903,100000,2026-01-21 10:20:00
446,5444,240000,21/01/2026 10:20
447,906,230000,2026-01-21 10:20:00
448,6999,220000,2026-01-21 10:20:00
449,4938,350000,2026-01-21 10:20:00
450,5253,460000,2026-01-21 10:20:00
451,963,10000,2026-01-21 10:20:00
452,983,200000,2026-01-21 10:20:00
453,1173,360000,21/01/2026 10:20
454,6441,450000,2026-01-21 10:20:00
455,2901,160000,2026-01-21 10:20:00
456,1465,340000,2026-01-21 10:20:00
457,9035,270000,2026-01-21 10:20:00
458,6214,140000,2026-01-21 10:20:00
459,4670,480000,2026-01-21 10:20:00
460,1329,220000,21/01/2026 10:20
461,1385,60000,2026-01-21 10:20:00
462,5231,50000,21/01/2026 10:20
463,2025,130000,2026-01-21 10:20:00
464,4932,260000,2026-01-21 10:20:00
465,2317,440000,2026-01-21 10:20:00
466,8104,430000,2026-01-21 10:20:00
467,9412,280000,21/01/2026 10:20
468,854,350000,21/01/2026 10:20
469,690,80000,2026-01-21 10:20:00
470,4808,500000,2026-01-21 10:20:00
471,8138,340000,2026-01-21 10:20:00
472,6540,200000,21/01/2026 10:20
473,340,150000,2026-01-21 10:20:00
474,7777,240000,2026-01-21 10:20:00
475,8328,470000,2026-01-21 10:20:00
476,1930,110000,2026-01-21 10:20:00
477,401,220000,2026-01-21 10:20:00
478,5689,250000,2026-01-21 10:20:00
479,7755,310000,2026-01-21 10:20:00
480,4485,390000,2026-01-21 10:20:00
481,9013,230000,2026-01-21 10:20:00
482,8884,200000,2026-01-21 10:20:00
483,2895,480000,2026-01-21 10:20:00
484,4401,180000,2026-01-21 10:20:00
485,2989,30000,2026-01-21 10:20:00
486,8166,350000,2026-01-21 10:20:00
487,7393,100000,2026-01-21 10:20:00
488,9090,380000,21/01/2026 10:20
489,5012,60000,21/01/2026 10:20
490,4725,20000,2026-01-21 10:20:00
491,5789,130000,2026-01-21 10:20:00
492,8927,330000,2026-01-21 10:20:00
493,9799,430000,2026-01-21 10:20:00
494,8500,290000,2026-01-21 10:20:00
495,9647,380000,2026-01-21 10:20:00
496,4585,140000,2026-01-21 10:20:00
497,1812,130000,2026-01-21 10:20:00
498,6072,20000,2026-01-21 10:20:00
499,5637,380000,2026-01-21 10:20:00
500,1576,240000,2026-01-21 10:20:00
501,5190,480000,2026-01-21 10:20:00
502,4773,120000,2026-01-21 10:20:00
503,8298,370000,2026-01-21 10:20:00
504,8445,440000,2026-01-21 10:20:00
505,73,360000,2026-01-21 10:20:00
506,9440,70000,2026-01-21 10:20:00
507,1580,310000,2026-01-21 10:20:00
508,3503,60000,2026-01-21 10:20:00
509,6988,160000,2026-01-21 10:20:00
510,3038,450000,2026-01-21 10:20:00
511,9798,490000,2026-01-21 10:20:00
512,4850,410000,2026-01-21 10:20:00
513,8105,460000,2026-01-21 10:20:00
514,6691,180000,2026-01-21 10:20:00
515,1605,300000,2026-01-21 10:20:00
516,1882,300000,2026-01-21 10:20:00
517,525,10000,21/01/2026 10:20
518,8532,410000,2026-01-21 10:20:00
519,9190,490000,2026-01-21 10:20:00
520,5964,220000,21/01/2026 10:20
521,453,500000,2026-01-21 10:20:00
522,1428,20000,2026-01-21 10:20:00
523,2581,330000,21/01/2026 10:20
524,381,290000,2026-01-21 10:20:00
525,9006,10000,2026-01-21 10:20:00
526,5417,100000,2026-01-21 10:20:00
527,4302,170000,2026-01-21 10:20:00
528,2479,310000,2026-01-21 10:20:00
529,9156,100000,2026-01-21 10:20:00
530,5783,20000,2026-01-21 10:20:00
531,6639,70000,2026-01-21 10:20:00
532,2778,200000,2026-01-21 10:20:00
533,2978,240000,2026-01-21 10:20:00
534,5251,290000,21/01/2026 10:20
535,3427,230000,21/01/2026 10:20
536,2111,450000,2026-01-21 10:20:00
537,1351,130000,2026-01-21 10:20:00
538,9536,100000,2026-01-21 10:20:00
539,1144,180000,2026-01-21 10:20:00
540,3430,150000,2026-01-21 10:20:00
541,5198,220000,2026-01-21 10:20:00
542,4788,210000,21/01/2026 10:20
543,3977,170000,2026-01-21 10:20:00
544,6545,310000,2026-01-21 10:20:00
545,5093,220000,2026-01-21 10:20:00
546,4083,350000,2026-01-21 10:20:00
547,5955,120000,21/01/2026 10:20
548,4389,70000,2026-01-21 10:20:00
549,7302,160000,2026-01-21 10:20:00
550,5346,100000,21/01/2026 10:20
551,2867,110000,2026-01-21 10:20:00
552,4311,110000,2026-01-21 10:20:00
553,5039,370000,2026-01-21 10:20:00
554,2388,200000,2026-01-21 10:20:00
555,5221,450000,21/01/2026 10:20
556,9499,350000,2026-01-21 10:20:00
557,9165,310000,21/01/2026 10:20
558,3263,330000,2026-01-21 10:20:00
559,3285,470000,21/01/2026 10:20
560,9542,140000,2026-01-21 10:20:00
561,3644,60000,2026-01-21 10:20:00
562,5671,300000,2026-01-21 10:20:00
563,1745,50000,2026-01-21 10:20:00
564,6908,80000,2026-01-21 10:20:00
565,1832,240000,2026-01-21 10:20:00
566,5569,260000,2026-01-21 10:20:00
567,9540,10000,2026-01-21 10:20:00
568,5714,310000,2026-01-21 10:20:00
569,1406,210000,2026-01-21 10:20:00
570,544,240000,2026-01-21 10:20:00
571,6956,230000,21/01/2026 10:20
572,4908,310000,2026-01-21 10:20:00
573,554,70000,2026-01-21 10:20:00
574,4042,230000,2026-01-21 10:20:00
575,9236,460000,21/01/2026 10:20
576,4319,190000,2026-01-21 10:20:00
577,1545,480000,2026-01-21 10:20:00
578,3827,30000,2026-01-21 10:20:00
579,8857,470000,2026-01-21 10:20:00
580,4432,400000,21/01/2026 10:20
581,327,450000,21/01/2026 10:20
582,2592,250000,2026-01-21 10:20:00
583,1768,340000,2026-01-21 10:20:00
584,3122,430000,2026-01-21 10:20:00
585,4818,100000,2026-01-21 10:20:00
586,7812,370000,2026-01-21 10:20:00
587,9229,290000,2026-01-21 10:20:00
588,8394,260000,2026-01-21 10:20:00
589,5189,260000,2026-01-21 10:20:00
590,3158,230000,2026-01-21 10:20:00
591,9429,170000,2026-01-21 10:20:00
592,4749,320000,2026-01-21 10:20:00
593,5916,450000,2026-01-21 10:20:00
594,6856,250000,2026-01-21 10:20:00
595,572,470000,2026-01-21 10:20:00
596,1471,170000,2026-01-21 10:20:00
597,4725,60000,2026-01-21 10:20:00
598,3855,170000,2026-01-21 10:20:00
599,2254,480000,2026-01-21 10:20:00
600,2165,190000,2026-01-21 10:20:00
601,8252,10000,2026-01-21 10:20:00
602,3473,240000,2026-01-21 10:20:00
603,537,290000,2026-01-21 10:20:00
604,1188,210000,2026-01-21 10:20:00
605,8686,330000,2026-01-21 10:20:00
606,9425,100000,2026-01-21 10:20:00
607,8184,200000,2026-01-21 10:20:00
608,8127,340000,2026-01-21 10:20:00
609,2086,340000,2026-01-21 10:20:00
610,3060,230000,2026-01-21 10:20:00
611,3400,120000,2026-01-21 10:20:00
612,379,60000,2026-01-21 10:20:00
613,7985,490000,2026-01-21 10:20:00
614,2031,90000,2026-01-21 10:20:00
615,8726,110000,2026-01-21 10:20:00
616,1517,20000,2026-01-21 10:20:00
617,5629,310000,2026-01-21 10:20:00
618,4469,310000,2026-01-21 10:20:00
619,5246,120000,2026-01-21 10:20:00
620,9081,380000,2026-01-21 10:20:00
621,7461,70000,2026-01-21 10:20:00
622,8012,90000,2026-01-21 10:20:00
623,5469,120000,2026-01-21 10:20:00
624,3076,160000,2026-01-21 10:20:00
625,6789,280000,2026-01-21 10:20:00
626,7449,20000,2026-01-21 10:20:00
627,2799,150000,2026-01-21 10:20:00
628,6979,280000,2026-01-21 10:20:00
629,4076,310000,2026-01-21 10:20:00
630,1342,250000,2026-01-21 10:20:00
631,2912,330000,2026-01-21 10:20:00
632,9897,450000,2026-01-21 10:20:00
633,1412,70000,2026-01-21 10:20:00
634,9458,410000,2026-01-21 10:20:00
635,2062,390000,2026-01-21 10:20:00
636,1627,140000,2026-01-21 10:20:00
637,1466,380000,2026-01-21 10:20:00
638,1272,100000,2026-01-21 10:20:00
639,388,300000,2026-01-21 10:20:00
640,4718,500000,2026-01-21 10:20:00
641,3227,20000,2026-01-21 10:20:00
642,8533,290000,2026-01-21 10:20:00
643,1680,180000,2026-01-21 10:20:00
644,7111,210000,2026-01-21 10:20:00
645,8052,390000,2026-01-21 10:20:00
646,7502,120000,2026-01-21 10:20:00
647,1245,340000,2026-01-21 10:20:00
648,6697,250000,2026-01-21 10:20:00
649,176,210000,21/01/2026 10:20
650,9175,390000,2026-01-21 10:20:00
651,6104,30000,2026-01-21 10:20:00
652,4137,460000,2026-01-21 10:20:00
653,3373,250000,2026-01-21 10:20:00
654,7780,440000,2026-01-21 10:20:00
655,4638,490000,2026-01-21 10:20:00
656,9804,250000,2026-01-21 10:20:00
657,679,200000,2026-01-21 10:20:00
658,4154,220000,2026-01-21 10:20:00
659,650,280000,2026-01-21 10:20:00
660,5847,90000,2026-01-21 10:20:00
661,9754,140000,2026-01-21 10:20:00
662,7614,20000,2026-01-21 10:20:00
663,7419,380000,2026-01-21 10:20:00
664,6221,470000,2026-01-21 10:20:00
665,5331,30000,2026-01-21 10:20:00
666,1364,320000,2026-01-21 10:20:00
667,2844,70000,2026-01-21 10:20:00
668,3299,50000,21/01/2026 10:20
669,3135,350000,2026-01-21 10:20:00
670,2288,280000,21/01/2026 10:20
671,8633,320000,2026-01-21 10:20:00
672,8303,500000,2026-01-21 10:20:00
673,6793,330000,2026-01-21 10:20:00
674,1863,140000,2026-01-21 10:20:00
