id,shop_id,name,description,price,image_url,created_at,category_id,is_deleted
19,3,Quần Jean Nam Ống Rộng Cao Cấp Trẻ Trung 750,Hàng chuẩn Mall. Hàng chuẩn Mall. Hàng chuẩn Mall.,185000.00,https://picsum.photos/seed/shopee_19/400/400,2026-03-11 19:35:45.387,10,0
20,4,Giày Thể Thao Sneaker Nam Nữ 501,Hàng chuẩn Mall. Hàng chuẩn Mall. Hàng chuẩn Mall.,250000.00,https://picsum.photos/seed/shopee_20/400/400,2026-03-11 19:35:45.387,10,0
21,5,Tai nghe không dây Bluetooth 5.0 685,Hàng chuẩn Mall. Hàng chuẩn Mall. Hàng chuẩn Mall.,310000.00,https://picsum.photos/seed/shopee_21/400/400,2026-03-11 19:35:45.387,7,0
22,6,Ốp lưng iPhone 13 14 15 Pro Max 231,Hàng chuẩn Mall. Hàng chuẩn Mall. Hàng chuẩn Mall.,55000.00,https://picsum.photos/seed/shopee_22/400/400,2026-03-11 19:35:45.387,10,0
23,7,Balo thời trang nam nữ Unisex 780,Hàng chuẩn Mall. Hàng chuẩn Mall. Hàng chuẩn Mall.,150000.00,https://picsum.photos/seed/shopee_23/400/400,2026-03-11 19:35:45.387,3,0
24,8,Đồng hồ nam nữ dây da chống nước 429,Hàng chuẩn Mall. Hàng chuẩn Mall. Hàng chuẩn Mall.,450000.00,https://picsum.photos/seed/shopee_24/400/400,2026-03-11 19:35:45.387,1,0
25,1,Áo thun nam CANIFA ngắn tay cổ tròn form thường chất cotton 540,Hàng chuẩn Mall. Hàng chuẩn Mall. Hàng chuẩn Mall.,99000.00,https://picsum.photos/seed/shopee_25/400/400,2026-03-11 19:35:45.387,10,0
26,2,Áo phông nam nữ tay ngắn cổ tròn form rộng vải dạ quang 688,Hàng chuẩn Mall. Hàng chuẩn Mall. Hàng chuẩn Mall.,120000.00,https://picsum.photos/seed/shopee_26/400/400,2026-03-11 19:35:45.387,3,0
27,3,Quần Jean Nam Ống Rộng Cao Cấp Trẻ Trung 117,Hàng chuẩn Mall. Hàng chuẩn Mall. Hàng chuẩn Mall.,185000.00,https://picsum.photos/seed/shopee_27/400/400,2026-03-11 19:35:45.387,5,0
28,4,Giày Thể Thao Sneaker Nam Nữ 502,Hàng chuẩn Mall. Hàng chuẩn Mall. Hàng chuẩn Mall.,250000.00,https://picsum.photos/seed/shopee_28/400/400,2026-03-11 19:35:45.387,3,0
29,5,Tai nghe không dây Bluetooth 5.0 192,Hàng chuẩn Mall. Hàng chuẩn Mall. Hàng chuẩn Mall.,310000.00,https://picsum.photos/seed/shopee_29/400/400,2026-03-11 19:35:45.387,7,0
30,6,Ốp lưng iPhone 13 14 15 Pro Max 220,Hàng chuẩn Mall. Hàng chuẩn Mall. Hàng chuẩn Mall.,55000.00,https://picsum.photos/seed/shopee_30/400/400,2026-03-11 19:35:45.387,1,0
31,7,Balo thời trang nam nữ Unisex 546,Hàng chuẩn Mall. Hàng chuẩn Mall. Hàng chuẩn Mall.,150000.00,https://picsum.photos/seed/shopee_31/400/400,2026-03-11 19:35:45.387,10,0
32,8,Đồng hồ nam nữ dây da chống nước 195,Hàng chuẩn Mall. Hàng chuẩn Mall. Hàng chuẩn Mall.,450000.00,https://picsum.photos/seed/shopee_32/400/400,2026-03-11 19:35:45.387,7,0
33,1,Áo thun nam CANIFA ngắn tay cổ tròn form thường chất cotton 532,Hàng chuẩn Mall. Hàng chuẩn Mall. Hàng chuẩn Mall.,99000.00,https://picsum.photos/seed/shopee_33/400/400,2026-03-11 19:35:45.387,2,0
34,2,Áo phông nam nữ tay ngắn cổ tròn form rộng vải dạ quang 331,Hàng chuẩn Mall. Hàng chuẩn Mall. Hàng chuẩn Mall.,120000.00,https://picsum.photos/seed/shopee_34/400/400,2026-03-11 19:35:45.387,2,0
35,3,Quần Jean Nam Ống Rộng Cao Cấp Trẻ Trung 362,Hàng chuẩn Mall. Hàng chuẩn Mall. Hàng chuẩn Mall.,185000.00,https://picsum.photos/seed/shopee_35/400/400,2026-03-11 19:35:45.39,5,0
36,4,Giày Thể Thao Sneaker Nam Nữ 684,Hàng chuẩn Mall. Hàng chuẩn Mall. Hàng chuẩn Mall.,250000.00,https://picsum.photos/seed/shopee_36/400/400,2026-03-11 19:35:45.39,10,0
37,5,Tai nghe không dây Bluetooth 5.0 303,Hàng chuẩn Mall. Hàng chuẩn Mall. Hàng chuẩn Mall.,310000.00,https://picsum.photos/seed/shopee_37/400/400,2026-03-11 19:35:45.39,1,0
38,6,Ốp lưng iPhone 13 14 15 Pro Max 115,Hàng chuẩn Mall. Hàng chuẩn Mall. Hàng chuẩn Mall.,55000.00,https://picsum.photos/seed/shopee_38/400/400,2026-03-11 19:35:45.39,1,0
39,7,Balo thời trang nam nữ Unisex 253,Hàng chuẩn Mall. Hàng chuẩn Mall. Hàng chuẩn Mall.,150000.00,https://picsum.photos/seed/shopee_39/400/400,2026-03-11 19:35:45.39,3,0
40,8,Đồng hồ nam nữ dây da chống nước 975,Hàng chuẩn Mall. Hàng chuẩn Mall. Hàng chuẩn Mall.,450000.00,https://picsum.photos/seed/shopee_40/400/400,2026-03-11 19:35:45.39,10,0
41,1,Áo thun nam CANIFA ngắn tay cổ tròn form thường chất cotton 837,Hàng chuẩn Mall. Hàng chuẩn Mall. Hàng chuẩn Mall.,99000.00,https://picsum.photos/seed/shopee_41/400/400,2026-03-11 19:35:45.39,9,0
42,2,Áo phông nam nữ tay ngắn cổ tròn form rộng vải dạ quang 104,Hàng chuẩn Mall. Hàng chuẩn Mall. Hàng chuẩn Mall.,120000.00,https://picsum.photos/seed/shopee_42/400/400,2026-03-11 19:35:45.39,6,0
43,3,Quần Jean Nam Ống Rộng Cao Cấp Trẻ Trung 144,Hàng chuẩn Mall. Hàng chuẩn Mall. Hàng chuẩn Mall.,185000.00,https://picsum.photos/seed/shopee_43/400/400,2026-03-11 19:35:45.39,10,0
44,4,Giày Thể Thao Sneaker Nam Nữ 530,Hàng chuẩn Mall. Hàng chuẩn Mall. Hàng chuẩn Mall.,250000.00,https://picsum.photos/seed/shopee_44/400/400,2026-03-11 19:35:45.39,8,0
45,5,Tai nghe không dây Bluetooth 5.0 677,Hàng chuẩn Mall. Hàng chuẩn Mall. Hàng chuẩn Mall.,310000.00,https://picsum.photos/seed/shopee_45/400/400,2026-03-11 19:35:45.39,6,0
46,6,Ốp lưng iPhone 13 14 15 Pro Max 943,Hàng chuẩn Mall. Hàng chuẩn Mall. Hàng chuẩn Mall.,55000.00,https://picsum.photos/seed/shopee_46/400/400,2026-03-11 19:35:45.39,5,0
47,7,Balo thời trang nam nữ Unisex 159,Hàng chuẩn Mall. Hàng chuẩn Mall. Hàng chuẩn Mall.,150000.00,https://picsum.photos/seed/shopee_47/400/400,2026-03-11 19:35:45.39,9,0
48,8,Đồng hồ nam nữ dây da chống nước 818,Hàng chuẩn Mall. Hàng chuẩn Mall. Hàng chuẩn Mall.,450000.00,https://picsum.photos/seed/shopee_48/400/400,2026-03-11 19:35:45.39,2,0
49,1,Áo thun nam CANIFA ngắn tay cổ tròn form thường chất cotton 374,Hàng chuẩn Mall. Hàng chuẩn Mall. Hàng chuẩn Mall.,99000.00,https://picsum.photos/seed/shopee_49/400/400,2026-03-11 19:35:45.39,6,0
50,2,Áo phông nam nữ tay ngắn cổ tròn form rộng vải dạ quang 534,Hàng chuẩn Mall. Hàng chuẩn Mall. Hàng chuẩn Mall.,120000.00,https://picsum.photos/seed/shopee_50/400/400,2026-03-11 19:35:45.39,3,0
51,3,Quần Jean Nam Ống Rộng Cao Cấp Trẻ Trung 479,Hàng chuẩn Mall. Hàng chuẩn Mall. Hàng chuẩn Mall.,185000.00,https://picsum.photos/seed/shopee_51/400/400,2026-03-11 19:35:45.39,2,0
52,4,Giày Thể Thao Sneaker Nam Nữ 837,Hàng chuẩn Mall. Hàng chuẩn Mall. Hàng chuẩn Mall.,250000.00,https://picsum.photos/seed/shopee_52/400/400,2026-03-11 19:35:45.39,6,0
53,5,Tai nghe không dây Bluetooth 5.0 282,Hàng chuẩn Mall. Hàng chuẩn Mall. Hàng chuẩn Mall.,310000.00,https://picsum.photos/seed/shopee_53/400/400,2026-03-11 19:35:45.39,8,0
54,6,Ốp lưng iPhone 13 14 15 Pro Max 682,Hàng chuẩn Mall. Hàng chuẩn Mall. Hàng chuẩn Mall.,55000.00,https://picsum.photos/seed/shopee_54/400/400,2026-03-11 19:35:45.39,10,0
55,7,Balo thời trang nam nữ Unisex 905,Hàng chuẩn Mall. Hàng chuẩn Mall. Hàng chuẩn Mall.,150000.00,https://picsum.photos/seed/shopee_55/400/400,2026-03-11 19:35:45.39,7,0
56,8,Đồng hồ nam nữ dây da chống nước 290,Hàng chuẩn Mall. Hàng chuẩn Mall. Hàng chuẩn Mall.,450000.00,https://picsum.photos/seed/shopee_56/400/400,2026-03-11 19:35:45.39,8,0
57,1,Áo thun nam CANIFA ngắn tay cổ tròn form thường chất cotton 867,Hàng chuẩn Mall. Hàng chuẩn Mall. Hàng chuẩn Mall.,99000.00,https://picsum.photos/seed/shopee_57/400/400,2026-03-11 19:35:45.39,9,0
58,2,Áo phông nam nữ tay ngắn cổ tròn form rộng vải dạ quang 626,Hàng chuẩn Mall. Hàng chuẩn Mall. Hàng chuẩn Mall.,120000.00,https://picsum.photos/seed/shopee_58/400/400,2026-03-11 19:35:45.39,10,0
59,3,Quần Jean Nam Ống Rộng Cao Cấp Trẻ Trung 150,Hàng chuẩn Mall. Hàng chuẩn Mall. Hàng chuẩn Mall.,185000.00,https://picsum.photos/seed/shopee_59/400/400,2026-03-11 19:35:45.39,7,0
60,4,Giày Thể Thao Sneaker Nam Nữ 360,Hàng chuẩn Mall. Hàng chuẩn Mall. Hàng chuẩn Mall.,250000.00,https://picsum.photos/seed/shopee_60/400/400,2026-03-11 19:35:45.39,8,0
61,5,Tai nghe không dây Bluetooth 5.0 585,Hàng chuẩn Mall. Hàng chuẩn Mall. Hàng chuẩn Mall.,310000.00,https://picsum.photos/seed/shopee_61/400/400,2026-03-11 19:35:45.39,6,0
62,6,Ốp lưng iPhone 13 14 15 Pro Max 796,Hàng chuẩn Mall. Hàng chuẩn Mall. Hàng chuẩn Mall.,55000.00,https://picsum.photos/seed/shopee_62/400/400,2026-03-11 19:35:45.39,3,0
63,7,Balo thời trang nam nữ Unisex 140,Hàng chuẩn Mall. Hàng chuẩn Mall. Hàng chuẩn Mall.,150000.00,https://picsum.photos/seed/shopee_63/400/400,2026-03-11 19:35:45.39,8,0
64,8,Đồng hồ nam nữ dây da chống nước 359,Hàng chuẩn Mall. Hàng chuẩn Mall. Hàng chuẩn Mall.,450000.00,https://picsum.photos/seed/shopee_64/400/400,2026-03-11 19:35:45.39,8,0
65,1,Áo thun nam CANIFA ngắn tay cổ tròn form thường chất cotton 150,Hàng chuẩn Mall. Hàng chuẩn Mall. Hàng chuẩn Mall.,99000.00,https://picsum.photos/seed/shopee_65/400/400,2026-03-11 19:35:45.39,4,0
66,2,Áo phông nam nữ tay ngắn cổ tròn form rộng vải dạ quang 631,Hàng chuẩn Mall. Hàng chuẩn Mall. Hàng chuẩn Mall.,120000.00,https://picsum.photos/seed/shopee_66/400/400,2026-03-11 19:35:45.39,2,0
67,3,Quần Jean Nam Ống Rộng Cao Cấp Trẻ Trung 452,Hàng chuẩn Mall. Hàng chuẩn Mall. Hàng chuẩn Mall.,185000.00,https://picsum.photos/seed/shopee_67/400/400,2026-03-11 19:35:45.39,6,0
68,4,Giày Thể Thao Sneaker Nam Nữ 632,Hàng chuẩn Mall. Hàng chuẩn Mall. Hàng chuẩn Mall.,250000.00,https://picsum.photos/seed/shopee_68/400/400,2026-03-11 19:35:45.393,2,0
69,5,Tai nghe không dây Bluetooth 5.0 515,Hàng chuẩn Mall. Hàng chuẩn Mall. Hàng chuẩn Mall.,310000.00,https://picsum.photos/seed/shopee_69/400/400,2026-03-11 19:35:45.393,4,0
70,6,Ốp lưng iPhone 13 14 15 Pro Max 439,Hàng chuẩn Mall. Hàng chuẩn Mall. Hàng chuẩn Mall.,55000.00,https://picsum.photos/seed/shopee_70/400/400,2026-03-11 19:35:45.393,9,0
71,7,Balo thời trang nam nữ Unisex 234,Hàng chuẩn Mall. Hàng chuẩn Mall. Hàng chuẩn Mall.,150000.00,https://picsum.photos/seed/shopee_71/400/400,2026-03-11 19:35:45.393,9,0
72,8,Đồng hồ nam nữ dây da chống nước 212,Hàng chuẩn Mall. Hàng chuẩn Mall. Hàng chuẩn Mall.,450000.00,https://picsum.photos/seed/shopee_72/400/400,2026-03-11 19:35:45.393,6,0
73,1,Áo thun nam CANIFA ngắn tay cổ tròn form thường chất cotton 506,Hàng chuẩn Mall. Hàng chuẩn Mall. Hàng chuẩn Mall.,99000.00,https://picsum.photos/seed/shopee_73/400/400,2026-03-11 19:35:45.393,1,0
74,2,Áo phông nam nữ tay ngắn cổ tròn form rộng vải dạ quang 808,Hàng chuẩn Mall. Hàng chuẩn Mall. Hàng chuẩn Mall.,120000.00,https://picsum.photos/seed/shopee_74/400/400,2026-03-11 19:35:45.393,4,0
75,3,Quần Jean Nam Ống Rộng Cao Cấp Trẻ Trung 520,Hàng chuẩn Mall. Hàng chuẩn Mall. Hàng chuẩn Mall.,185000.00,https://picsum.photos/seed/shopee_75/400/400,2026-03-11 19:35:45.393,2,0
76,4,Giày Thể Thao Sneaker Nam Nữ 621,Hàng chuẩn Mall. Hàng chuẩn Mall. Hàng chuẩn Mall.,250000.00,https://picsum.photos/seed/shopee_76/400/400,2026-03-11 19:35:45.393,1,0
77,5,Tai nghe không dây Bluetooth 5.0 590,Hàng chuẩn Mall. Hàng chuẩn Mall. Hàng chuẩn Mall.,310000.00,https://picsum.photos/seed/shopee_77/400/400,2026-03-11 19:35:45.393,9,0
78,6,Ốp lưng iPhone 13 14 15 Pro Max 572,Hàng chuẩn Mall. Hàng chuẩn Mall. Hàng chuẩn Mall.,55000.00,https://picsum.photos/seed/shopee_78/400/400,2026-03-11 19:35:45.393,9,0
79,7,Balo thời trang nam nữ Unisex 135,Hàng chuẩn Mall. Hàng chuẩn Mall. Hàng chuẩn Mall.,150000.00,https://picsum.photos/seed/shopee_79/400/400,2026-03-11 19:35:45.393,10,0
80,8,Đồng hồ nam nữ dây da chống nước 772,Hàng chuẩn Mall. Hàng chuẩn Mall. Hàng chuẩn Mall.,450000.00,https://picsum.photos/seed/shopee_80/400/400,2026-03-11 19:35:45.393,1,0
81,1,Áo thun nam CANIFA ngắn tay cổ tròn form thường chất cotton 280,Hàng chuẩn Mall. Hàng chuẩn Mall. Hàng chuẩn Mall.,99000.00,https://picsum.photos/seed/shopee_81/400/400,2026-03-11 19:35:45.393,8,0
82,2,Áo phông nam nữ tay ngắn cổ tròn form rộng vải dạ quang 782,Hàng chuẩn Mall. Hàng chuẩn Mall. Hàng chuẩn Mall.,120000.00,https://picsum.photos/seed/shopee_82/400/400,2026-03-11 19:35:45.393,6,0
83,3,Quần Jean Nam Ống Rộng Cao Cấp Trẻ Trung 211,Hàng chuẩn Mall. Hàng chuẩn Mall. Hàng chuẩn Mall.,185000.00,https://picsum.photos/seed/shopee_83/400/400,2026-03-11 19:35:45.393,5,0
84,4,Giày Thể Thao Sneaker Nam Nữ 896,Hàng chuẩn Mall. Hàng chuẩn Mall. Hàng chuẩn Mall.,250000.00,https://picsum.photos/seed/shopee_84/400/400,2026-03-11 19:35:45.393,9,0
85,5,Tai nghe không dây Bluetooth 5.0 829,Hàng chuẩn Mall. Hàng chuẩn Mall. Hàng chuẩn Mall.,310000.00,https://picsum.photos/seed/shopee_85/400/400,2026-03-11 19:35:45.393,5,0
86,6,Ốp lưng iPhone 13 14 15 Pro Max 185,Hàng chuẩn Mall. Hàng chuẩn Mall. Hàng chuẩn Mall.,55000.00,https://picsum.photos/seed/shopee_86/400/400,2026-03-11 19:35:45.393,9,0
87,7,Balo thời trang nam nữ Unisex 920,Hàng chuẩn Mall. Hàng chuẩn Mall. Hàng chuẩn Mall.,150000.00,https://picsum.photos/seed/shopee_87/400/400,2026-03-11 19:35:45.393,3,0
88,8,Đồng hồ nam nữ dây da chống nước 507,Hàng chuẩn Mall. Hàng chuẩn Mall. Hàng chuẩn Mall.,450000.00,https://picsum.photos/seed/shopee_88/400/400,2026-03-11 19:35:45.393,1,0
89,1,Áo thun nam CANIFA ngắn tay cổ tròn form thường chất cotton 226,Hàng chuẩn Mall. Hàng chuẩn Mall. Hàng chuẩn Mall.,99000.00,https://picsum.photos/seed/shopee_89/400/400,2026-03-11 19:35:45.393,6,0
90,2,Áo phông nam nữ tay ngắn cổ tròn form rộng vải dạ quang 601,Hàng chuẩn Mall. Hàng chuẩn Mall. Hàng chuẩn Mall.,120000.00,https://picsum.photos/seed/shopee_90/400/400,2026-03-11 19:35:45.393,9,0
91,3,Quần Jean Nam Ống Rộng Cao Cấp Trẻ Trung 777,Hàng chuẩn Mall. Hàng chuẩn Mall. Hàng chuẩn Mall.,185000.00,https://picsum.photos/seed/shopee_91/400/400,2026-03-11 19:35:45.393,7,0
92,4,Giày Thể Thao Sneaker Nam Nữ 485,Hàng chuẩn Mall. Hàng chuẩn Mall. Hàng chuẩn Mall.,250000.00,https://picsum.photos/seed/shopee_92/400/400,2026-03-11 19:35:45.393,8,0
93,5,Tai nghe không dây Bluetooth 5.0 244,Hàng chuẩn Mall. Hàng chuẩn Mall. Hàng chuẩn Mall.,310000.00,https://picsum.photos/seed/shopee_93/400/400,2026-03-11 19:35:45.393,9,0
94,6,Ốp lưng iPhone 13 14 15 Pro Max 627,Hàng chuẩn Mall. Hàng chuẩn Mall. Hàng chuẩn Mall.,55000.00,https://picsum.photos/seed/shopee_94/400/400,2026-03-11 19:35:45.393,6,0
95,7,Balo thời trang nam nữ Unisex 518,Hàng chuẩn Mall. Hàng chuẩn Mall. Hàng chuẩn Mall.,150000.00,https://picsum.photos/seed/shopee_95/400/400,2026-03-11 19:35:45.393,2,0
96,8,Đồng hồ nam nữ dây da chống nước 183,Hàng chuẩn Mall. Hàng chuẩn Mall. Hàng chuẩn Mall.,450000.00,https://picsum.photos/seed/shopee_96/400/400,2026-03-11 19:35:45.393,8,0
97,1,Áo thun nam CANIFA ngắn tay cổ tròn form thường chất cotton 327,Hàng chuẩn Mall. Hàng chuẩn Mall. Hàng chuẩn Mall.,99000.00,https://picsum.photos/seed/shopee_97/400/400,2026-03-11 19:35:45.393,5,0
98,2,Áo phông nam nữ tay ngắn cổ tròn form rộng vải dạ quang 809,Hàng chuẩn Mall. Hàng chuẩn Mall. Hàng chuẩn Mall.,120000.00,https://picsum.photos/seed/shopee_98/400/400,2026-03-11 19:35:45.393,4,0
99,3,Quần Jean Nam Ống Rộng Cao Cấp Trẻ Trung 603,Hàng chuẩn Mall. Hàng chuẩn Mall. Hàng chuẩn Mall.,185000.00,https://picsum.photos/seed/shopee_99/400/400,2026-03-11 19:35:45.393,3,0
100,4,Giày Thể Thao Sneaker Nam Nữ 537,Hàng chuẩn Mall. Hàng chuẩn Mall. Hàng chuẩn Mall.,250000.00,https://picsum.photos/seed/shopee_100/400/400,2026-03-11 19:35:45.393,8,0
101,5,Tai nghe không dây Bluetooth 5.0 867,Hàng chuẩn Mall. Hàng chuẩn Mall. Hàng chuẩn Mall.,310000.00,https://picsum.photos/seed/shopee_101/400/400,2026-03-11 19:35:45.393,9,0
102,6,Ốp lưng iPhone 13 14 15 Pro Max 232,Hàng chuẩn Mall. Hàng chuẩn Mall. Hàng chuẩn Mall.,55000.00,https://picsum.photos/seed/shopee_102/400/400,2026-03-11 19:35:45.393,6,0
103,7,Balo thời trang nam nữ Unisex 593,Hàng chuẩn Mall. Hàng chuẩn Mall. Hàng chuẩn Mall.,150000.00,https://picsum.photos/seed/shopee_103/400/400,2026-03-11 19:35:45.393,10,0
104,8,Đồng hồ nam nữ dây da chống nước 493,Hàng chuẩn Mall. Hàng chuẩn Mall. Hàng chuẩn Mall.,450000.00,https://picsum.photos/seed/shopee_104/400/400,2026-03-11 19:35:45.393,4,0
105,1,Áo thun nam CANIFA ngắn tay cổ tròn form thường chất cotton 110,Hàng chuẩn Mall. Hàng chuẩn Mall. Hàng chuẩn Mall.,99000.00,https://picsum.photos/seed/shopee_105/400/400,2026-03-11 19:35:45.393,4,0
106,2,Áo phông nam nữ tay ngắn cổ tròn form rộng vải dạ quang 260,Hàng chuẩn Mall. Hàng chuẩn Mall. Hàng chuẩn Mall.,120000.00,https://picsum.photos/seed/shopee_106/400/400,2026-03-11 19:35:45.393,8,0
107,3,Quần Jean Nam Ống Rộng Cao Cấp Trẻ Trung 802,Hàng chuẩn Mall. Hàng chuẩn Mall. Hàng chuẩn Mall.,185000.00,https://picsum.photos/seed/shopee_107/400/400,2026-03-11 19:35:45.393,6,0
108,4,Giày Thể Thao Sneaker Nam Nữ 645,Hàng chuẩn Mall. Hàng chuẩn Mall. Hàng chuẩn Mall.,250000.00,https://picsum.photos/seed/shopee_108/400/400,2026-03-11 19:35:45.393,10,0
109,5,Tai nghe không dây Bluetooth 5.0 372,Hàng chuẩn Mall. Hàng chuẩn Mall. Hàng chuẩn Mall.,310000.00,https://picsum.photos/seed/shopee_109/400/400,2026-03-11 19:35:45.393,7,0
110,6,Ốp lưng iPhone 13 14 15 Pro Max 381,Hàng chuẩn Mall. Hàng chuẩn Mall. Hàng chuẩn Mall.,55000.00,https://picsum.photos/seed/shopee_110/400/400,2026-03-11 19:35:45.393,3,0
111,7,Balo thời trang nam nữ Unisex 973,Hàng chuẩn Mall. Hàng chuẩn Mall. Hàng chuẩn Mall.,150000.00,https://picsum.photos/seed/shopee_111/400/400,2026-03-11 19:35:45.393,1,0
112,8,Đồng hồ nam nữ dây da chống nước 653,Hàng chuẩn Mall. Hàng chuẩn Mall. Hàng chuẩn Mall.,450000.00,https://picsum.photos/seed/shopee_112/400/400,2026-03-11 19:35:45.393,6,0
113,1,Áo thun nam CANIFA ngắn tay cổ tròn form thường chất cotton 242,Hàng chuẩn Mall. Hàng chuẩn Mall. Hàng chuẩn Mall.,99000.00,https://picsum.photos/seed/shopee_113/400/400,2026-03-11 19:35:45.393,2,0
114,2,Áo phông nam nữ tay ngắn cổ tròn form rộng vải dạ quang 725,Hàng chuẩn Mall. Hàng chuẩn Mall. Hàng chuẩn Mall.,120000.00,https://picsum.photos/seed/shopee_114/400/400,2026-03-11 19:35:45.393,2,0
115,3,Quần Jean Nam Ống Rộng Cao Cấp Trẻ Trung 913,Hàng chuẩn Mall. Hàng chuẩn Mall. Hàng chuẩn Mall.,185000.00,https://picsum.photos/seed/shopee_115/400/400,2026-03-11 19:35:45.393,5,0
116,4,Giày Thể Thao Sneaker Nam Nữ 975,Hàng chuẩn Mall. Hàng chuẩn Mall. Hàng chuẩn Mall.,250000.00,https://picsum.photos/seed/shopee_116/400/400,2026-03-11 19:35:45.393,6,0
117,5,Tai nghe không dây Bluetooth 5.0 105,Hàng chuẩn Mall. Hàng chuẩn Mall. Hàng chuẩn Mall.,310000.00,https://picsum.photos/seed/shopee_117/400/400,2026-03-11 19:35:45.393,5,0
118,6,Ốp lưng iPhone 13 14 15 Pro Max 800,Hàng chuẩn Mall. Hàng chuẩn Mall. Hàng chuẩn Mall.,55000.00,https://picsum.photos/seed/shopee_118/400/400,2026-03-11 19:35:45.393,2,0
